customer_id,customer_fname,customer_segment,customer_city,customer_state,customer_country
1399,Mary,Consumer,Caguas,PR,Puerto Rico
9251,Christina,Consumer,Caguas,PR,Puerto Rico
12370,Johnny,Consumer,Caguas,PR,Puerto Rico
13702,McKenzie,Consumer,Caguas,PR,Puerto Rico
13990,Deanna,Consumer,Caguas,PR,Puerto Rico
1516,Mary,Consumer,Caguas,PR,Puerto Rico
7158,Mary,Consumer,Caguas,PR,Puerto Rico
9556,Ronald,Consumer,Caguas,PR,Puerto Rico
275,Robert,Consumer,Caguas,PR,Puerto Rico
6010,Nancy,Consumer,Caguas,PR,Puerto Rico
13665,Blair,Consumer,Caguas,PR,Puerto Rico
785,Lauren,Consumer,Caguas,PR,Puerto Rico
13611,Melodie,Consumer,Caguas,PR,Puerto Rico
10603,Mary,Consumer,Caguas,PR,Puerto Rico
870,Linda,Consumer,Caguas,PR,Puerto Rico
609,Kevin,Consumer,Caguas,PR,Puerto Rico
951,Mary,Consumer,Caguas,PR,Puerto Rico
7177,Keith,Consumer,Caguas,PR,Puerto Rico
2574,Martha,Consumer,Caguas,PR,Puerto Rico
9699,Timothy,Consumer,Caguas,PR,Puerto Rico
1785,Mary,Consumer,Caguas,PR,Puerto Rico
4114,Mary,Consumer,Caguas,PR,Puerto Rico
11361,Mary,Consumer,Caguas,PR,Puerto Rico
2590,Mary,Consumer,Caguas,PR,Puerto Rico
4293,Mary,Consumer,Caguas,PR,Puerto Rico
5480,Matthew,Consumer,Caguas,PR,Puerto Rico
6320,Ryan,Consumer,Caguas,PR,Puerto Rico
3311,Ryan,Consumer,Caguas,PR,Puerto Rico
9265,Margaret,Consumer,Yauco,PR,Puerto Rico
9,Mary,Consumer,Caguas,PR,Puerto Rico
1158,Emily,Consumer,Caguas,PR,Puerto Rico
11604,Mary,Consumer,Caguas,PR,Puerto Rico
4186,Joseph,Consumer,Caguas,PR,Puerto Rico
1851,Mary,Consumer,Caguas,PR,Puerto Rico
11466,Jennifer,Consumer,Caguas,PR,Puerto Rico
7357,Mary,Consumer,Caguas,PR,Puerto Rico
4033,George,Consumer,Caguas,PR,Puerto Rico
7367,Joseph,Consumer,Caguas,PR,Puerto Rico
2123,Mary,Consumer,Caguas,PR,Puerto Rico
9957,Charles,Consumer,Caguas,PR,Puerto Rico
11900,Bryan,Consumer,Caguas,PR,Puerto Rico
3012,Mary,Consumer,Caguas,PR,Puerto Rico
6477,Jerry,Consumer,Caguas,PR,Puerto Rico
4838,Mark,Consumer,Caguas,PR,Puerto Rico
12415,Joyce,Consumer,Caguas,PR,Puerto Rico
2152,Marie,Consumer,Caguas,PR,Puerto Rico
899,Mary,Consumer,Caguas,PR,Puerto Rico
4337,Brandon,Consumer,Caguas,PR,Puerto Rico
8302,Mary,Consumer,Caguas,PR,Puerto Rico
7003,Harry,Consumer,Caguas,PR,Puerto Rico
5120,Mary,Consumer,Caguas,PR,Puerto Rico
8103,Donna,Consumer,Caguas,PR,Puerto Rico
328,William,Consumer,Caguas,PR,Puerto Rico
11225,Michael,Consumer,Caguas,PR,Puerto Rico
9628,James,Consumer,Caguas,PR,Puerto Rico
10928,Sharon,Consumer,Caguas,PR,Puerto Rico
12610,Iola,Consumer,Caguas,PR,Puerto Rico
12549,Martina,Consumer,Caguas,PR,Puerto Rico
12530,Amena,Consumer,Caguas,PR,Puerto Rico
12723,Emily,Consumer,Caguas,PR,Puerto Rico
15070,India,Consumer,Caguas,PR,Puerto Rico
15086,Nadine,Consumer,Caguas,PR,Puerto Rico
15068,Miranda,Consumer,Caguas,PR,Puerto Rico
15026,Piper,Consumer,Caguas,PR,Puerto Rico
15024,Charde,Consumer,Caguas,PR,Puerto Rico
12838,Aiko,Consumer,Caguas,PR,Puerto Rico
12855,Emma,Consumer,Caguas,PR,Puerto Rico
15003,Dacey,Consumer,Caguas,PR,Puerto Rico
14591,Calista,Consumer,Caguas,PR,Puerto Rico
14348,Denise,Consumer,Caguas,PR,Puerto Rico
4943,Paul,Consumer,Caguas,PR,Puerto Rico
1900,Paul,Consumer,Caguas,PR,Puerto Rico
5670,Rachel,Consumer,Caguas,PR,Puerto Rico
1464,Amber,Consumer,Caguas,PR,Puerto Rico
5292,Mary,Consumer,Caguas,PR,Puerto Rico
14768,Donna,Consumer,Caguas,PR,Puerto Rico
10327,Laura,Consumer,Caguas,PR,Puerto Rico
10070,Timothy,Consumer,Caguas,PR,Puerto Rico
8760,Mary,Consumer,Caguas,PR,Puerto Rico
3975,Louis,Consumer,Caguas,PR,Puerto Rico
2907,Russell,Consumer,Caguas,PR,Puerto Rico
509,Mary,Consumer,Caguas,PR,Puerto Rico
882,Mary,Consumer,Caguas,PR,Puerto Rico
13832,Isabelle,Consumer,Caguas,PR,Puerto Rico
10099,Mary,Consumer,Caguas,PR,Puerto Rico
1146,Alice,Consumer,Caguas,PR,Puerto Rico
12005,Mary,Consumer,Caguas,PR,Puerto Rico
1461,Mary,Consumer,Caguas,PR,Puerto Rico
11674,Christina,Consumer,Caguas,PR,Puerto Rico
11597,Mildred,Consumer,Caguas,PR,Puerto Rico
1928,Timothy,Consumer,Caguas,PR,Puerto Rico
6388,Emma,Consumer,Caguas,PR,Puerto Rico
9918,Alice,Consumer,Caguas,PR,Puerto Rico
6517,Amber,Consumer,Caguas,PR,Puerto Rico
8398,Mary,Consumer,Bayamon,PR,Puerto Rico
8360,Jeremy,Consumer,Caguas,PR,Puerto Rico
3125,Dylan,Consumer,Caguas,PR,Puerto Rico
4899,Mary,Consumer,Caguas,PR,Puerto Rico
5326,Sean,Consumer,Los Angeles,CA,EE. UU.
494,Mary,Consumer,Greeley,CO,EE. UU.
928,Mary,Consumer,Brooklyn,NY,EE. UU.
4960,Mary,Consumer,Roseburg,OR,EE. UU.
7762,Mary,Consumer,Brooklyn,NY,EE. UU.
10316,Martha,Consumer,Saint Peters,MO,EE. UU.
4306,Janice,Consumer,Norfolk,VA,EE. UU.
4161,Heather,Consumer,Chicago,IL,EE. UU.
6034,Cheryl,Consumer,San Diego,CA,EE. UU.
9247,Kathryn,Consumer,Chicago,IL,EE. UU.
960,Michael,Consumer,New Bedford,MA,EE. UU.
9989,Patrick,Consumer,Augusta,GA,EE. UU.
10165,Joan,Consumer,Bakersfield,CA,EE. UU.
8245,Thomas,Consumer,San Antonio,TX,EE. UU.
7465,Andrew,Consumer,Albuquerque,NM,EE. UU.
1107,Nicole,Consumer,Waipahu,HI,EE. UU.
2284,Mary,Consumer,Philadelphia,PA,EE. UU.
636,Albert,Consumer,Long Beach,CA,EE. UU.
5584,Ruth,Consumer,New York,NY,EE. UU.
3340,Linda,Consumer,Chapel Hill,NC,EE. UU.
1576,Dorothy,Consumer,San Diego,CA,EE. UU.
9640,Andrea,Consumer,Detroit,MI,EE. UU.
9663,Mary,Consumer,Ypsilanti,MI,EE. UU.
9867,Mary,Consumer,Phoenix,AZ,EE. UU.
9220,Anthony,Consumer,San Diego,CA,EE. UU.
3921,Mary,Consumer,East Lansing,MI,EE. UU.
1564,Mary,Consumer,Brooklyn,NY,EE. UU.
7231,Jack,Consumer,Stamford,CT,EE. UU.
9008,Ann,Consumer,Hanover,PA,EE. UU.
5158,Ashley,Consumer,Bronx,NY,EE. UU.
2465,Mary,Consumer,Diamond Bar,CA,EE. UU.
3138,Barbara,Consumer,Houston,TX,EE. UU.
777,Mary,Consumer,Los Angeles,CA,EE. UU.
2947,Roy,Consumer,Hayward,CA,EE. UU.
4839,Ashley,Consumer,Milwaukee,WI,EE. UU.
1443,Denise,Consumer,West Orange,NJ,EE. UU.
1449,James,Consumer,Lawrenceville,GA,EE. UU.
3914,Mary,Consumer,Manchester,CT,EE. UU.
134,Donna,Consumer,Brooklyn,NY,EE. UU.
4896,Nicholas,Consumer,La Puente,CA,EE. UU.
3444,Karen,Consumer,Los Angeles,CA,EE. UU.
6005,Emily,Consumer,Victorville,CA,EE. UU.
12332,Kelly,Consumer,Richmond,VA,EE. UU.
6049,Patricia,Consumer,Florissant,MO,EE. UU.
12286,Mary,Consumer,Baltimore,MD,EE. UU.
4552,Janice,Consumer,Jacksonville,FL,EE. UU.
4215,Mary,Consumer,Miami,FL,EE. UU.
8115,Kevin,Consumer,Cupertino,CA,EE. UU.
8853,Richard,Consumer,Littleton,CO,EE. UU.
8196,Kimberly,Consumer,Eagle Pass,TX,EE. UU.
11686,Margaret,Consumer,Carlsbad,CA,EE. UU.
8712,Emily,Consumer,Riverside,CA,EE. UU.
8470,Anna,Consumer,Escondido,CA,EE. UU.
9608,Jack,Consumer,Fontana,CA,EE. UU.
11760,Patricia,Consumer,Ballwin,MO,EE. UU.
1996,Mary,Consumer,Brooklyn,NY,EE. UU.
8703,Michael,Consumer,Carlisle,PA,EE. UU.
11078,Donna,Consumer,New Braunfels,TX,EE. UU.
7766,Jack,Consumer,Saint Charles,MO,EE. UU.
2717,Mary,Consumer,Spring Valley,NY,EE. UU.
9324,Willie,Consumer,Madison,WI,EE. UU.
8188,Timothy,Consumer,Las Vegas,NV,EE. UU.
3938,Mary,Consumer,Albuquerque,NM,EE. UU.
11700,Ruth,Consumer,Goose Creek,SC,EE. UU.
8148,Daniel,Consumer,Tampa,FL,EE. UU.
4308,William,Consumer,Irvington,NJ,EE. UU.
2553,Hannah,Consumer,Ontario,CA,EE. UU.
12416,Aaron,Consumer,Bronx,NY,EE. UU.
1733,Margaret,Consumer,Pharr,TX,EE. UU.
245,Deborah,Consumer,Yonkers,NY,EE. UU.
7457,Cheryl,Consumer,El Monte,CA,EE. UU.
2861,Mary,Consumer,Honolulu,HI,EE. UU.
6168,Arthur,Consumer,Pharr,TX,EE. UU.
3980,Frances,Consumer,Winnetka,CA,EE. UU.
8488,Teresa,Consumer,Pompano Beach,FL,EE. UU.
2278,Marie,Consumer,Reynoldsburg,OH,EE. UU.
10823,Angela,Consumer,Hamtramck,MI,EE. UU.
11928,Sharon,Consumer,Bolingbrook,IL,EE. UU.
6248,Ronald,Consumer,Union City,CA,EE. UU.
4789,Kathleen,Consumer,Medina,OH,EE. UU.
9253,Benjamin,Consumer,Fort Lauderdale,FL,EE. UU.
10961,Mary,Consumer,Highland,CA,EE. UU.
188,Mary,Consumer,Los Angeles,CA,EE. UU.
11741,Mary,Consumer,Roseville,MI,EE. UU.
3971,John,Consumer,Jonesboro,AR,EE. UU.
2141,Mary,Consumer,Elk Grove,CA,EE. UU.
12280,John,Consumer,Tallahassee,FL,EE. UU.
4742,Bobby,Consumer,Oceanside,CA,EE. UU.
3559,Susan,Consumer,North Las Vegas,NV,EE. UU.
638,Michael,Consumer,Bridgeton,NJ,EE. UU.
2110,Cynthia,Consumer,Fullerton,CA,EE. UU.
11731,Scott,Consumer,Encinitas,CA,EE. UU.
5977,Amanda,Consumer,Montebello,CA,EE. UU.
9459,Stephen,Consumer,San Francisco,CA,EE. UU.
4187,Jesse,Consumer,Augusta,GA,EE. UU.
1015,Jordan,Consumer,Glenview,IL,EE. UU.
9252,Mary,Consumer,Chicago,IL,EE. UU.
2975,Amy,Consumer,Tempe,AZ,EE. UU.
4452,Joyce,Consumer,Freeport,NY,EE. UU.
6652,Sharon,Consumer,San Jose,CA,EE. UU.
3365,William,Consumer,Rock Hill,SC,EE. UU.
3369,Joseph,Consumer,Rome,NY,EE. UU.
895,Dorothy,Consumer,Chicago,IL,EE. UU.
7390,Benjamin,Consumer,New Bedford,MA,EE. UU.
2149,Mary,Consumer,Tucson,AZ,EE. UU.
6075,Mary,Consumer,Austin,TX,EE. UU.
5481,Mary,Consumer,Scottsdale,AZ,EE. UU.
10731,Mary,Consumer,Riverside,CA,EE. UU.
11654,Michelle,Consumer,Santa Cruz,CA,EE. UU.
6397,Mary,Consumer,Oregon City,OR,EE. UU.
6906,Rebecca,Consumer,Dallas,TX,EE. UU.
6600,Arthur,Consumer,Escondido,CA,EE. UU.
11073,Mary,Consumer,Tonawanda,NY,EE. UU.
1191,Mary,Consumer,Annandale,VA,EE. UU.
8102,David,Consumer,Memphis,TN,EE. UU.
7051,Russell,Consumer,Wheaton,IL,EE. UU.
4044,Stephen,Consumer,Plano,TX,EE. UU.
235,David,Consumer,Piscataway,NJ,EE. UU.
703,Joan,Consumer,Miami,FL,EE. UU.
5289,Jacob,Consumer,Bismarck,ND,EE. UU.
3916,Mary,Consumer,Chesapeake,VA,EE. UU.
9600,Nicholas,Consumer,Toms River,NJ,EE. UU.
9107,Mark,Consumer,Los Angeles,CA,EE. UU.
5979,Mary,Consumer,Vista,CA,EE. UU.
3934,Joseph,Consumer,Algonquin,IL,EE. UU.
9426,Jack,Consumer,Aurora,CO,EE. UU.
2513,Cynthia,Consumer,Philadelphia,PA,EE. UU.
10632,Mary,Consumer,Escondido,CA,EE. UU.
9154,Anna,Consumer,Detroit,MI,EE. UU.
9897,Marilyn,Consumer,San Jose,CA,EE. UU.
11198,Samuel,Consumer,Marietta,GA,EE. UU.
1753,Sandra,Consumer,Pekin,IL,EE. UU.
2790,Mary,Consumer,Santa Ana,CA,EE. UU.
1756,Jason,Consumer,Dallas,TX,EE. UU.
10042,Christopher,Consumer,Canyon Country,CA,EE. UU.
9698,Mary,Consumer,Indianapolis,IN,EE. UU.
1448,Mary,Consumer,Caguas,PR,Puerto Rico
9072,Mary,Consumer,Caguas,PR,Puerto Rico
2569,Mary,Consumer,Caguas,PR,Puerto Rico
5038,Mary,Consumer,Caguas,PR,Puerto Rico
2683,Mary,Consumer,Caguas,PR,Puerto Rico
197,Ruth,Consumer,Caguas,PR,Puerto Rico
7200,Katherine,Consumer,Caguas,PR,Puerto Rico
12018,Raymond,Consumer,Caguas,PR,Puerto Rico
12240,Mary,Consumer,Caguas,PR,Puerto Rico
10311,Joyce,Consumer,Caguas,PR,Puerto Rico
8203,Nicole,Consumer,Caguas,PR,Puerto Rico
3948,George,Consumer,Caguas,PR,Puerto Rico
10969,Mary,Consumer,Caguas,PR,Puerto Rico
10461,Jessica,Consumer,Caguas,PR,Puerto Rico
11344,Mary,Consumer,Caguas,PR,Puerto Rico
10852,Mary,Consumer,Caguas,PR,Puerto Rico
2095,Brenda,Consumer,Caguas,PR,Puerto Rico
6145,Tiffany,Consumer,Caguas,PR,Puerto Rico
7101,Mary,Consumer,Caguas,PR,Puerto Rico
10053,Rebecca,Consumer,Caguas,PR,Puerto Rico
1234,Steven,Consumer,Caguas,PR,Puerto Rico
6900,Judith,Consumer,Caguas,PR,Puerto Rico
7614,Paul,Consumer,Caguas,PR,Puerto Rico
9177,Mary,Consumer,Caguas,PR,Puerto Rico
346,Edward,Consumer,Caguas,PR,Puerto Rico
10240,Mary,Consumer,Caguas,PR,Puerto Rico
3767,Mary,Consumer,Caguas,PR,Puerto Rico
3230,Mary,Consumer,Caguas,PR,Puerto Rico
9531,Mary,Consumer,Caguas,PR,Puerto Rico
5361,John,Consumer,Caguas,PR,Puerto Rico
4565,Marilyn,Consumer,Caguas,PR,Puerto Rico
3047,Barbara,Consumer,Caguas,PR,Puerto Rico
12319,Laura,Consumer,Caguas,PR,Puerto Rico
1326,Mary,Consumer,Caguas,PR,Puerto Rico
4528,Karen,Consumer,Caguas,PR,Puerto Rico
6706,Carolyn,Consumer,Caguas,PR,Puerto Rico
4350,Mary,Consumer,Caguas,PR,Puerto Rico
5971,Philip,Consumer,Caguas,PR,Puerto Rico
9285,Gloria,Consumer,Caguas,PR,Puerto Rico
7757,Donna,Consumer,Caguas,PR,Puerto Rico
9604,Nathan,Consumer,Caguas,PR,Puerto Rico
2402,Mary,Consumer,Caguas,PR,Puerto Rico
1117,Arthur,Consumer,Caguas,PR,Puerto Rico
6165,Mary,Consumer,Caguas,PR,Puerto Rico
1916,Jason,Consumer,Caguas,PR,Puerto Rico
2796,Mary,Consumer,Caguas,PR,Puerto Rico
39,Juan,Consumer,Caguas,PR,Puerto Rico
5533,Mary,Consumer,Caguas,PR,Puerto Rico
11129,Danielle,Consumer,Caguas,PR,Puerto Rico
8845,Robert,Consumer,San Juan,PR,Puerto Rico
9304,Janet,Consumer,Caguas,PR,Puerto Rico
3677,Sandra,Consumer,Caguas,PR,Puerto Rico
10517,Mary,Consumer,Caguas,PR,Puerto Rico
10548,Mary,Consumer,Caguas,PR,Puerto Rico
7270,Mary,Consumer,Caguas,PR,Puerto Rico
4622,Mary,Consumer,Caguas,PR,Puerto Rico
1748,Mark,Consumer,Caguas,PR,Puerto Rico
4775,Walter,Consumer,Caguas,PR,Puerto Rico
7948,Ethan,Consumer,Caguas,PR,Puerto Rico
1627,Mary,Consumer,Caguas,PR,Puerto Rico
1243,Joan,Consumer,Caguas,PR,Puerto Rico
7635,Mary,Consumer,Caguas,PR,Puerto Rico
3142,Brenda,Consumer,Caguas,PR,Puerto Rico
8024,Christopher,Consumer,Caguas,PR,Puerto Rico
5023,Mary,Consumer,Caguas,PR,Puerto Rico
9581,Deborah,Consumer,Caguas,PR,Puerto Rico
9294,Mary,Consumer,Caguas,PR,Puerto Rico
3797,David,Consumer,Caguas,PR,Puerto Rico
11999,Johnny,Consumer,Caguas,PR,Puerto Rico
3715,Debra,Consumer,Caguas,PR,Puerto Rico
2922,Madison,Consumer,Caguas,PR,Puerto Rico
967,Madison,Consumer,Caguas,PR,Puerto Rico
8481,Mary,Consumer,Caguas,PR,Puerto Rico
8205,Lawrence,Consumer,Caguas,PR,Puerto Rico
11380,Jane,Consumer,Caguas,PR,Puerto Rico
12052,Mary,Consumer,Caguas,PR,Puerto Rico
3915,Heather,Consumer,Caguas,PR,Puerto Rico
8051,Emily,Consumer,Caguas,PR,Puerto Rico
3249,Mary,Consumer,Caguas,PR,Puerto Rico
7894,Emma,Consumer,Caguas,PR,Puerto Rico
9197,Mary,Consumer,Caguas,PR,Puerto Rico
5855,Daniel,Consumer,Caguas,PR,Puerto Rico
4611,Dorothy,Consumer,Caguas,PR,Puerto Rico
1657,Betty,Consumer,Caguas,PR,Puerto Rico
9202,Mary,Consumer,Caguas,PR,Puerto Rico
9368,Mary,Consumer,Caguas,PR,Puerto Rico
712,Mary,Consumer,Vega Baja,PR,Puerto Rico
12279,Mary,Consumer,Caguas,PR,Puerto Rico
8520,Denise,Consumer,Caguas,PR,Puerto Rico
3373,Mary,Consumer,Caguas,PR,Puerto Rico
8587,James,Consumer,San Juan,PR,Puerto Rico
288,Judith,Consumer,San Juan,PR,Puerto Rico
8004,Mary,Consumer,Caguas,PR,Puerto Rico
1507,Mary,Consumer,Caguas,PR,Puerto Rico
228,Jessica,Consumer,Caguas,PR,Puerto Rico
10753,Gregory,Consumer,Caguas,PR,Puerto Rico
2368,Mary,Consumer,Caguas,PR,Puerto Rico
9484,Mary,Consumer,Caguas,PR,Puerto Rico
7005,James,Consumer,Caguas,PR,Puerto Rico
9164,Frances,Consumer,Caguas,PR,Puerto Rico
10500,Mary,Consumer,Caguas,PR,Puerto Rico
3814,Eric,Consumer,Caguas,PR,Puerto Rico
4346,James,Consumer,Caguas,PR,Puerto Rico
2233,Jack,Consumer,Caguas,PR,Puerto Rico
7045,Helen,Consumer,Caguas,PR,Puerto Rico
7330,Mary,Consumer,Caguas,PR,Puerto Rico
2136,Catherine,Consumer,Caguas,PR,Puerto Rico
12333,Mary,Consumer,Caguas,PR,Puerto Rico
2062,Sharon,Consumer,Caguas,PR,Puerto Rico
2518,Mary,Consumer,Caguas,PR,Puerto Rico
7007,Mary,Consumer,Caguas,PR,Puerto Rico
11743,Alexander,Consumer,Caguas,PR,Puerto Rico
5001,Ann,Consumer,Caguas,PR,Puerto Rico
6162,Wayne,Consumer,Caguas,PR,Puerto Rico
4045,Mary,Consumer,Caguas,PR,Puerto Rico
11197,Mary,Consumer,Caguas,PR,Puerto Rico
10610,Nancy,Corporate,Caguas,PR,Puerto Rico
10046,Mary,Corporate,Caguas,PR,Puerto Rico
13443,Octavia,Corporate,Caguas,PR,Puerto Rico
3636,Willie,Corporate,Caguas,PR,Puerto Rico
1001,Jane,Corporate,Caguas,PR,Puerto Rico
5082,Susan,Corporate,Caguas,PR,Puerto Rico
934,James,Corporate,Caguas,PR,Puerto Rico
10735,Albert,Corporate,Caguas,PR,Puerto Rico
6346,Mary,Corporate,Caguas,PR,Puerto Rico
12128,Jeremy,Corporate,Caguas,PR,Puerto Rico
14745,Cathleen,Corporate,Caguas,PR,Puerto Rico
11507,Mary,Corporate,Caguas,PR,Puerto Rico
11365,Mary,Corporate,Caguas,PR,Puerto Rico
2860,George,Corporate,Caguas,PR,Puerto Rico
614,Jack,Corporate,Caguas,PR,Puerto Rico
3433,David,Corporate,Caguas,PR,Puerto Rico
8502,Mary,Corporate,Caguas,PR,Puerto Rico
9210,Martha,Corporate,Caguas,PR,Puerto Rico
13575,Sacha,Corporate,Caguas,PR,Puerto Rico
4744,Cynthia,Corporate,Caguas,PR,Puerto Rico
6735,Barbara,Corporate,Caguas,PR,Puerto Rico
6524,Megan,Consumer,Bronx,NY,EE. UU.
5209,Mary,Consumer,Detroit,MI,EE. UU.
5518,Patricia,Consumer,Princeton,NJ,EE. UU.
9955,Jeffrey,Consumer,Chandler,AZ,EE. UU.
10672,Mary,Consumer,Los Angeles,CA,EE. UU.
2129,William,Consumer,El Cajon,CA,EE. UU.
1450,Russell,Consumer,Saint Paul,MN,EE. UU.
2289,Kathy,Consumer,Hilliard,OH,EE. UU.
9555,Sandra,Consumer,Orange Park,FL,EE. UU.
323,Joshua,Consumer,New York,NY,EE. UU.
3046,Mary,Consumer,Hyattsville,MD,EE. UU.
10307,Bobby,Consumer,Tustin,CA,EE. UU.
2630,Willie,Consumer,Chicago,IL,EE. UU.
5268,Stephen,Consumer,Tonawanda,NY,EE. UU.
8802,Mary,Consumer,Amarillo,TX,EE. UU.
3544,Danielle,Consumer,Bismarck,ND,EE. UU.
6011,Phillip,Consumer,Decatur,GA,EE. UU.
9662,Diane,Consumer,San Pablo,CA,EE. UU.
3370,Mary,Consumer,Hialeah,FL,EE. UU.
12245,Mary,Consumer,Anaheim,CA,EE. UU.
1562,Mary,Consumer,Orlando,FL,EE. UU.
1508,David,Consumer,Brooklyn,NY,EE. UU.
7523,Margaret,Consumer,San Antonio,TX,EE. UU.
5671,Jacqueline,Consumer,Philadelphia,PA,EE. UU.
7748,Christopher,Consumer,Long Beach,CA,EE. UU.
4794,Julia,Consumer,Simi Valley,CA,EE. UU.
971,Jacqueline,Consumer,Douglasville,GA,EE. UU.
3420,Kenneth,Consumer,Catonsville,MD,EE. UU.
2742,Jane,Consumer,Henderson,NV,EE. UU.
7803,Elizabeth,Consumer,Lompoc,CA,EE. UU.
3939,Jane,Consumer,North Las Vegas,NV,EE. UU.
8118,Nathan,Consumer,Cumberland,MD,EE. UU.
4561,Scott,Consumer,Jonesboro,AR,EE. UU.
12218,Judith,Consumer,Lakewood,OH,EE. UU.
3146,Mary,Consumer,Opa Locka,FL,EE. UU.
9005,Thomas,Consumer,Elgin,IL,EE. UU.
775,Donna,Consumer,College Station,TX,EE. UU.
8860,Jonathan,Consumer,Hamtramck,MI,EE. UU.
6948,Mary,Consumer,Round Rock,TX,EE. UU.
2497,Wayne,Consumer,Mesquite,TX,EE. UU.
137,Jonathan,Consumer,Broken Arrow,OK,EE. UU.
2716,Kathleen,Consumer,Milpitas,CA,EE. UU.
3226,Shawn,Consumer,Memphis,TN,EE. UU.
173,Jose,Consumer,Lombard,IL,EE. UU.
10869,Nicole,Consumer,Brooklyn,NY,EE. UU.
2495,Lauren,Consumer,Webster,NY,EE. UU.
4064,Mildred,Consumer,Pawtucket,RI,EE. UU.
3788,Frances,Consumer,Memphis,TN,EE. UU.
10560,Diana,Consumer,Redmond,WA,EE. UU.
2387,Mary,Consumer,Cypress,CA,EE. UU.
336,Ruth,Consumer,New York,NY,EE. UU.
6936,Mary,Consumer,Findlay,OH,EE. UU.
5839,David,Consumer,Bend,OR,EE. UU.
6366,John,Consumer,La Habra,CA,EE. UU.
7052,Mary,Consumer,Albany,OR,EE. UU.
6776,Nancy,Consumer,San Diego,CA,EE. UU.
10385,Jeffrey,Consumer,West Covina,CA,EE. UU.
4648,Ryan,Consumer,Jersey City,NJ,EE. UU.
7288,Mary,Consumer,Laguna Hills,CA,EE. UU.
5048,Johnny,Consumer,Buffalo,NY,EE. UU.
8638,Daniel,Consumer,Los Angeles,CA,EE. UU.
11658,Mary,Consumer,Portland,OR,EE. UU.
4164,Mary,Consumer,Panorama City,CA,EE. UU.
7945,Mary,Consumer,Baltimore,MD,EE. UU.
7567,Nicole,Consumer,Roseburg,OR,EE. UU.
12066,Kevin,Consumer,Union City,NJ,EE. UU.
7554,Douglas,Consumer,Baltimore,MD,EE. UU.
9381,Andrea,Consumer,Loveland,OH,EE. UU.
5606,Teresa,Consumer,New York,NY,EE. UU.
4323,Steven,Consumer,Mesa,AZ,EE. UU.
12000,Mary,Consumer,Oceanside,CA,EE. UU.
5360,Mary,Consumer,Asheboro,NC,EE. UU.
2037,Jacob,Consumer,Rancho Cordova,CA,EE. UU.
10116,Ashley,Consumer,El Paso,TX,EE. UU.
10043,Mary,Consumer,Columbus,OH,EE. UU.
8340,Danielle,Consumer,Oceanside,CA,EE. UU.
2786,Adam,Consumer,Chicago,IL,EE. UU.
6295,Jessica,Consumer,Brooklyn,NY,EE. UU.
3749,Frances,Consumer,San Bernardino,CA,EE. UU.
10079,Daniel,Consumer,Apex,NC,EE. UU.
4174,Mary,Consumer,San Francisco,CA,EE. UU.
6056,Hannah,Consumer,Virginia Beach,VA,EE. UU.
11212,Thomas,Consumer,Bakersfield,CA,EE. UU.
7216,Mary,Consumer,Highland,CA,EE. UU.
6064,Mary,Consumer,South El Monte,CA,EE. UU.
12235,Jane,Consumer,Winnetka,CA,EE. UU.
12072,Mary,Consumer,Denver,CO,EE. UU.
3932,Evelyn,Consumer,Asheboro,NC,EE. UU.
8294,Mary,Consumer,Las Vegas,NV,EE. UU.
6143,Deborah,Consumer,Irving,TX,EE. UU.
874,Shirley,Consumer,Phoenix,AZ,EE. UU.
7612,Mary,Consumer,Brooklyn,NY,EE. UU.
2133,Rebecca,Consumer,Brooklyn,NY,EE. UU.
4079,Timothy,Consumer,Tonawanda,NY,EE. UU.
8854,Carol,Consumer,Blacksburg,VA,EE. UU.
2398,Mary,Consumer,Dorchester Center,MA,EE. UU.
7439,Mary,Consumer,York,PA,EE. UU.
11641,Mary,Consumer,Woonsocket,RI,EE. UU.
7326,Susan,Consumer,Aurora,IL,EE. UU.
4908,Ann,Consumer,Fontana,CA,EE. UU.
8202,Mary,Consumer,Brighton,MA,EE. UU.
10425,Mary,Consumer,Jersey City,NJ,EE. UU.
1249,Donald,Consumer,San Antonio,TX,EE. UU.
4524,Johnny,Consumer,Potomac,MD,EE. UU.
386,Janet,Consumer,Richmond,TX,EE. UU.
9585,Frances,Consumer,Sugar Land,TX,EE. UU.
3758,Scott,Consumer,Salt Lake City,UT,EE. UU.
5408,Rebecca,Consumer,Fremont,CA,EE. UU.
12095,Michael,Consumer,Greenville,NC,EE. UU.
8435,Joshua,Consumer,Los Angeles,CA,EE. UU.
5402,Crystal,Consumer,Fort Lauderdale,FL,EE. UU.
507,Steven,Consumer,Simi Valley,CA,EE. UU.
11840,Helen,Consumer,Hayward,CA,EE. UU.
9675,Mary,Consumer,Mission Viejo,CA,EE. UU.
355,Katherine,Consumer,Carmichael,CA,EE. UU.
7926,Bobby,Consumer,Freeport,NY,EE. UU.
8283,Andrew,Consumer,Baltimore,MD,EE. UU.
1335,Mary,Consumer,Winter Park,FL,EE. UU.
12309,Barbara,Consumer,Chicago,IL,EE. UU.
4543,Russell,Consumer,Stone Mountain,GA,EE. UU.
5625,Thomas,Consumer,Goleta,CA,EE. UU.
5492,Frank,Consumer,Bronx,NY,EE. UU.
1097,Larry,Consumer,Hagerstown,MD,EE. UU.
